device_id,address,date,tds
314,"Пулюя, 29  Близенько 2.00 грн",2025-08-05,26
314,"Пулюя, 29  Близенько 2.00 грн",2025-08-28,29
314,"Пулюя, 29  Близенько 2.00 грн",2025-09-28,31
314,"Пулюя, 29  Близенько 2.00 грн",2025-10-27,37
279,"Пулюя, 40  Близенько 1.50 грн",2025-05-28,35
279,"Пулюя, 40  Близенько 1.50 грн",2025-07-05,38
279,"Пулюя, 40  Близенько 1.50 грн",2025-08-05,40
279,"Пулюя, 40  Близенько 1.50 грн",2025-08-28,41
279,"Пулюя, 40  Близенько 1.50 грн",2025-10-27,36
53,"Родини Крушельницьких, 1а  Близенько 2.00 грн",2025-06-02,31
53,"Родини Крушельницьких, 1а  Близенько 2.00 грн",2025-07-03,25
53,"Родини Крушельницьких, 1а  Близенько 2.00 грн",2025-09-01,12
53,"Родини Крушельницьких, 1а  Близенько 2.00 грн",2025-09-25,11
53,"Родини Крушельницьких, 1а  Близенько 2.00 грн",2025-10-03,24
53,"Родини Крушельницьких, 1а  Близенько 2.00 грн",2025-10-16,9
53,"Родини Крушельницьких, 1а  Близенько 2.00 грн",2025-10-31,11
204,"Роксоляни, 57  Близенько 2.00 грн",2025-05-27,20
204,"Роксоляни, 57  Близенько 2.00 грн",2025-07-29,28
204,"Роксоляни, 57  Близенько 2.00 грн",2025-09-25,35
276,"Рудненська,  8ж  Близенько 2.00 грн",2025-05-27,60
276,"Рудненська,  8ж  Близенько 2.00 грн",2025-07-29,63
276,"Рудненська,  8ж  Близенько 2.00 грн",2025-10-31,5
276,"Рудненська,  8ж  Близенько 2.00 грн",2025-11-07,5
296,"Садівнича, 27 Близенько 2.00 грн",2025-05-30,37
296,"Садівнича, 27 Близенько 2.00 грн",2025-06-29,40
296,"Садівнича, 27 Близенько 2.00 грн",2025-08-06,43
296,"Садівнича, 27 Близенько 2.00 грн",2025-09-27,8
296,"Садівнича, 27 Близенько 2.00 грн",2025-10-30,7
121,"Сахарова, 60 Близенько 2.00 грн",2025-06-19,6
121,"Сахарова, 60 Близенько 2.00 грн",2025-09-12,5
121,"Сахарова, 60 Близенько 2.00 грн",2025-11-03,6
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-05-30,17
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-06-26,18
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-07-07,36
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-07-22,6
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-07-30,4
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-08-09,3
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-08-21,4
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-09-10,2
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-10-25,2
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-11-11,2
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-11-14,2
12,"Січових Стрільців, 13 Близенько 2.00 грн",2025-11-17,15
183,"Скорини, 44 Близенько 1.50 грн",2025-05-29,28
183,"Скорини, 44 Близенько 1.50 грн",2025-07-05,35
183,"Скорини, 44 Близенько 1.50 грн",2025-08-05,39
183,"Скорини, 44 Близенько 1.50 грн",2025-08-28,41
183,"Скорини, 44 Близенько 1.50 грн",2025-10-02,44
183,"Скорини, 44 Близенько 1.50 грн",2025-10-25,43
183,"Скорини, 44 Близенько 1.50 грн",2025-11-03,20
228,"Сокільники, Весняна, 18 Близенько 1.50 грн",2025-06-03,7
228,"Сокільники, Весняна, 18 Близенько 1.50 грн",2025-07-06,5
228,"Сокільники, Весняна, 18 Близенько 1.50 грн",2025-07-31,8
228,"Сокільники, Весняна, 18 Близенько 1.50 грн",2025-09-05,12
228,"Сокільники, Весняна, 18 Близенько 1.50 грн",2025-10-31,12
302,"Сокільники, Г.Сковороди, 56  Близенько 1.50 грн",2025-06-03,25
302,"Сокільники, Г.Сковороди, 56  Близенько 1.50 грн",2025-07-06,15
302,"Сокільники, Г.Сковороди, 56  Близенько 1.50 грн",2025-07-31,21
302,"Сокільники, Г.Сковороди, 56  Близенько 1.50 грн",2025-09-05,22
302,"Сокільники, Г.Сковороди, 56  Близенько 1.50 грн",2025-10-02,22
302,"Сокільники, Г.Сковороди, 56  Близенько 1.50 грн",2025-10-31,25
217,"Сокільники, Героїв Майдану, 17в Близенько 2.00 грн",2025-05-28,29
217,"Сокільники, Героїв Майдану, 17в Близенько 2.00 грн",2025-06-30,33
217,"Сокільники, Героїв Майдану, 17в Близенько 2.00 грн",2025-08-05,34
217,"Сокільники, Героїв Майдану, 17в Близенько 2.00 грн",2025-08-28,36
217,"Сокільники, Героїв Майдану, 17в Близенько 2.00 грн",2025-09-04,7
217,"Сокільники, Героїв Майдану, 17в Близенько 2.00 грн",2025-09-28,4
217,"Сокільники, Героїв Майдану, 17в Близенько 2.00 грн",2025-10-27,3
341,"Сокільники, Збройних сил України, 2 1.50 грн",2025-06-19,7
341,"Сокільники, Збройних сил України, 2 1.50 грн",2025-07-06,9
341,"Сокільники, Збройних сил України, 2 1.50 грн",2025-07-31,13
341,"Сокільники, Збройних сил України, 2 1.50 грн",2025-09-05,19
341,"Сокільники, Збройних сил України, 2 1.50 грн",2025-10-02,40
341,"Сокільники, Збройних сил України, 2 1.50 грн",2025-10-28,50
316,"Стрийська, 108  ЖК Національний 1.50 грн",2025-06-04,25
316,"Стрийська, 108  ЖК Національний 1.50 грн",2025-06-29,27
316,"Стрийська, 108  ЖК Національний 1.50 грн",2025-08-05,31
316,"Стрийська, 108  ЖК Національний 1.50 грн",2025-09-03,35
316,"Стрийська, 108  ЖК Національний 1.50 грн",2025-10-01,37
316,"Стрийська, 108  ЖК Національний 1.50 грн",2025-11-01,43
265,"Стрийська, 115 Близенько 1.50 грн",2025-06-03,21
265,"Стрийська, 115 Близенько 1.50 грн",2025-07-05,23
265,"Стрийська, 115 Близенько 1.50 грн",2025-07-31,26
265,"Стрийська, 115 Близенько 1.50 грн",2025-09-06,28
244,"Стрийська, 45в Близенько 1.50 грн",2025-05-29,13
244,"Стрийська, 45в Близенько 1.50 грн",2025-07-02,17
244,"Стрийська, 45в Близенько 1.50 грн",2025-07-25,21
244,"Стрийська, 45в Близенько 1.50 грн",2025-08-28,27
244,"Стрийська, 45в Близенько 1.50 грн",2025-10-03,34
244,"Стрийська, 45в Близенько 1.50 грн",2025-10-29,38
244,"Стрийська, 45в Близенько 1.50 грн",2025-11-03,7
127,"Стрийська, 51 Близенько 2.00 грн",2025-07-05,3
127,"Стрийська, 51 Близенько 2.00 грн",2025-08-05,4
127,"Стрийська, 51 Близенько 2.00 грн",2025-08-28,3
127,"Стрийська, 51 Близенько 2.00 грн",2025-10-02,2
127,"Стрийська, 51 Близенько 2.00 грн",2025-10-25,4
50,"Стрийська, 61  Близенько 1.50 грн",2025-06-03,45
50,"Стрийська, 61  Близенько 1.50 грн",2025-07-05,46
50,"Стрийська, 61  Близенько 1.50 грн",2025-09-06,48
50,"Стрийська, 61  Близенько 1.50 грн",2025-10-02,57
323,"Суботівська, 10а Близенько 1.50 грн",2025-07-29,10
323,"Суботівська, 10а Близенько 1.50 грн",2025-09-25,10
323,"Суботівська, 10а Близенько 1.50 грн",2025-10-31,10
214,"Суботівська, 7 Близенько 1.50 грн",2025-05-27,37
214,"Суботівська, 7 Близенько 1.50 грн",2025-09-25,16
214,"Суботівська, 7 Близенько 1.50 грн",2025-10-16,16
214,"Суботівська, 7 Близенько 1.50 грн",2025-10-31,18
56,"Тернопільська, 21 Близенько 1.50 грн",2025-06-02,17
56,"Тернопільська, 21 Близенько 1.50 грн",2025-07-03,11
56,"Тернопільська, 21 Близенько 1.50 грн",2025-07-28,17
56,"Тернопільська, 21 Близенько 1.50 грн",2025-09-03,6
56,"Тернопільська, 21 Близенько 1.50 грн",2025-10-29,7
174,"Тернопільська, 8 Близенько 2.00 грн",2025-06-02,20
174,"Тернопільська, 8 Близенько 2.00 грн",2025-06-26,22
174,"Тернопільська, 8 Близенько 2.00 грн",2025-07-28,24
174,"Тернопільська, 8 Близенько 2.00 грн",2025-09-03,30
174,"Тернопільська, 8 Близенько 2.00 грн",2025-10-01,36
174,"Тернопільська, 8 Близенько 2.00 грн",2025-10-16,5
174,"Тернопільська, 8 Близенько 2.00 грн",2025-10-29,4
122,"Тичини, 14 Близенько 2.00 грн",2025-06-23,8
122,"Тичини, 14 Близенько 2.00 грн",2025-06-27,9
122,"Тичини, 14 Близенько 2.00 грн",2025-08-05,8
122,"Тичини, 14 Близенько 2.00 грн",2025-08-30,7
122,"Тичини, 14 Близенько 2.00 грн",2025-09-26,9
122,"Тичини, 14 Близенько 2.00 грн",2025-11-06,9
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-05-29,8
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-07-28,15
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-08-18,16
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-08-28,15
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-09-16,14
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-10-15,7
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-10-28,14
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-11-22,14
200,"Трускавецька, 129 Близенько 2.00 грн",2025-05-28,33
200,"Трускавецька, 129 Близенько 2.00 грн",2025-07-05,38
200,"Трускавецька, 129 Близенько 2.00 грн",2025-08-05,42
200,"Трускавецька, 129 Близенько 2.00 грн",2025-08-28,41
200,"Трускавецька, 129 Близенько 2.00 грн",2025-09-28,40
200,"Трускавецька, 129 Близенько 2.00 грн",2025-10-09,16
200,"Трускавецька, 129 Близенько 2.00 грн",2025-10-27,6
155,"Угорська, 12 Близенько 1.50 грн",2025-06-02,28
155,"Угорська, 12 Близенько 1.50 грн",2025-07-03,32
155,"Угорська, 12 Близенько 1.50 грн",2025-07-28,38
155,"Угорська, 12 Близенько 1.50 грн",2025-09-03,39
155,"Угорська, 12 Близенько 1.50 грн",2025-10-01,38
155,"Угорська, 12 Близенько 1.50 грн",2025-10-29,40
206,"Угорська, 14б Близенько 2.00 грн",2025-06-02,11
206,"Угорська, 14б Близенько 2.00 грн",2025-07-03,12
206,"Угорська, 14б Близенько 2.00 грн",2025-07-28,11
206,"Угорська, 14б Близенько 2.00 грн",2025-09-03,14
206,"Угорська, 14б Близенько 2.00 грн",2025-10-01,15
206,"Угорська, 14б Близенько 2.00 грн",2025-10-29,17
321,"Федьковича, 24 Близенько 1.50 грн",2025-10-29,22
176,"Федьковича, 38  Близенько 2.00 грн",2025-09-25,6
176,"Федьковича, 38  Близенько 2.00 грн",2025-10-29,7
112,"Франка, 69  Близенько 2.00 грн",2025-05-27,13
112,"Франка, 69  Близенько 2.00 грн",2025-06-17,15
112,"Франка, 69  Близенько 2.00 грн",2025-07-09,15
112,"Франка, 69  Близенько 2.00 грн",2025-07-30,14
112,"Франка, 69  Близенько 2.00 грн",2025-09-28,14
112,"Франка, 69  Близенько 2.00 грн",2025-10-24,17
246,"Хмельницького, 257 Близенько 2.00 грн",2025-07-08,13
246,"Хмельницького, 257 Близенько 2.00 грн",2025-07-18,13
246,"Хмельницького, 257 Близенько 2.00 грн",2025-07-29,13
246,"Хмельницького, 257 Близенько 2.00 грн",2025-08-30,12
246,"Хмельницького, 257 Близенько 2.00 грн",2025-09-26,9
246,"Хмельницького, 257 Близенько 2.00 грн",2025-11-08,8
185,"Хмельницького, 76 Близенько 2.00 грн",2025-06-04,19
185,"Хмельницького, 76 Близенько 2.00 грн",2025-07-02,24
185,"Хмельницького, 76 Близенько 2.00 грн",2025-08-05,22
185,"Хмельницького, 76 Близенько 2.00 грн",2025-08-19,24
185,"Хмельницького, 76 Близенько 2.00 грн",2025-08-30,22
185,"Хмельницького, 76 Близенько 2.00 грн",2025-09-11,27
185,"Хмельницького, 76 Близенько 2.00 грн",2025-09-26,25
185,"Хмельницького, 76 Близенько 2.00 грн",2025-10-25,26
185,"Хмельницького, 76 Близенько 2.00 грн",2025-11-08,4
256,"Художня, 4  Близенько 2.00 грн",2025-06-26,28
256,"Художня, 4  Близенько 2.00 грн",2025-10-17,28
256,"Художня, 4  Близенько 2.00 грн",2025-10-31,45
317,"Цегельского, 10  Близенько 2.00 грн",2025-05-29,15
317,"Цегельского, 10  Близенько 2.00 грн",2025-06-26,17
317,"Цегельского, 10  Близенько 2.00 грн",2025-09-25,22
317,"Цегельского, 10  Близенько 2.00 грн",2025-10-27,25
317,"Цегельского, 10  Близенько 2.00 грн",2025-11-07,25
278,"Чупринки, 84  Близенько  2.00 грн",2025-06-26,80
278,"Чупринки, 84  Близенько  2.00 грн",2025-07-25,80
278,"Чупринки, 84  Близенько  2.00 грн",2025-09-25,11
278,"Чупринки, 84  Близенько  2.00 грн",2025-10-28,21
104,"Шевченка, 111 Близенько 1.50 грн",2025-05-27,9
104,"Шевченка, 111 Близенько 1.50 грн",2025-06-30,8
104,"Шевченка, 111 Близенько 1.50 грн",2025-07-26,9
104,"Шевченка, 111 Близенько 1.50 грн",2025-09-25,8
104,"Шевченка, 111 Близенько 1.50 грн",2025-10-24,7
247,"Шевченка, 31б  Близенько 2.00 грн",2025-05-28,44
247,"Шевченка, 31б  Близенько 2.00 грн",2025-10-29,17
189,"Шевченка, 45  Близенько 1.50 грн",2025-05-28,13
189,"Шевченка, 45  Близенько 1.50 грн",2025-07-28,13
189,"Шевченка, 45  Близенько 1.50 грн",2025-10-31,12
177,"Шевченка, 80 Близенько  1.50 грн",2025-07-01,22
177,"Шевченка, 80 Близенько  1.50 грн",2025-07-28,
210,"Широка, 96а  Близенько 1.50 грн",2025-07-25,30
210,"Широка, 96а  Близенько 1.50 грн",2025-07-29,32
210,"Широка, 96а  Близенько 1.50 грн",2025-10-29,20
322,"Шолом-Алейхема, 20 Сімі 2.00 грн",2025-07-02,15
322,"Шолом-Алейхема, 20 Сімі 2.00 грн",2025-07-29,12
322,"Шолом-Алейхема, 20 Сімі 2.00 грн",2025-08-18,13
322,"Шолом-Алейхема, 20 Сімі 2.00 грн",2025-10-23,10
123,"Щурата, 9  Близенько 1.50 грн",2025-07-08,19
123,"Щурата, 9  Близенько 1.50 грн",2025-07-28,18
123,"Щурата, 9  Близенько 1.50 грн",2025-08-30,21
123,"Щурата, 9  Близенько 1.50 грн",2025-09-26,19
123,"Щурата, 9  Близенько 1.50 грн",2025-11-08,15
260,"Юнаківа,9б  Сім23 1.50 грн",2025-07-01,19
260,"Юнаківа,9б  Сім23 1.50 грн",2025-10-31,19
211,"Яворницького, 8  Близенько 2.00 грн",2025-05-28,6
211,"Яворницького, 8  Близенько 2.00 грн",2025-06-30,7
211,"Яворницького, 8  Близенько 2.00 грн",2025-07-26,3
211,"Яворницького, 8  Близенько 2.00 грн",2025-08-27,4
211,"Яворницького, 8  Близенько 2.00 грн",2025-09-28,3
211,"Яворницького, 8  Близенько 2.00 грн",2025-10-27,5
