device_id,address,date,card_id,sum,banknotes,coins,descr
321,"Федьковича, 24 Близенько 1.50 грн",2025-10-29 21:19:48,0,0.00,42.00,0.00,
321,"Федьковича, 24 Близенько 1.50 грн",2025-10-29 21:20:15,0,0.00,0.00,80.00,
321,"Федьковича, 24 Близенько 1.50 грн",2025-10-29 21:20:19,0,0.00,0.00,0.00,
176,"Федьковича, 38  Близенько 2.00 грн",2025-10-29 21:31:25,24662,0.00,2622.00,0.00,Р”РјРёС‚СЂРѕ  - 
176,"Федьковича, 38  Близенько 2.00 грн",2025-10-29 21:31:31,24662,0.00,0.00,1823.00,Р”РјРёС‚СЂРѕ  - 
112,"Франка, 69  Близенько 2.00 грн",2025-10-24 12:48:10,9576,0.00,0.00,2030.00, Р†РіРѕСЂ - 
112,"Франка, 69  Близенько 2.00 грн",2025-10-24 12:48:19,9576,0.00,1772.00,0.00, Р†РіРѕСЂ - 
246,"Хмельницького, 257 Близенько 2.00 грн",2025-11-08 19:50:45,23129,0.00,3482.00,0.00,Р†РіРѕСЂ  - 
246,"Хмельницького, 257 Близенько 2.00 грн",2025-11-08 19:50:50,23129,0.00,0.00,2977.00,Р†РіРѕСЂ  - 
185,"Хмельницького, 76 Близенько 2.00 грн",2025-10-25 21:29:58,23129,0.00,1687.00,0.00,Р†РіРѕСЂ  - 
185,"Хмельницького, 76 Близенько 2.00 грн",2025-10-25 21:30:04,23129,0.00,0.00,2849.50,Р†РіРѕСЂ  - 
185,"Хмельницького, 76 Близенько 2.00 грн",2025-11-08 17:18:56,23129,0.00,1732.00,0.00,Р†РіРѕСЂ  - 
185,"Хмельницького, 76 Близенько 2.00 грн",2025-11-08 17:19:00,23129,0.00,0.00,2765.50,Р†РіРѕСЂ  - 
256,"Художня, 4  Близенько 2.00 грн",2025-10-31 12:58:48,24662,0.00,653.00,0.00,Р”РјРёС‚СЂРѕ  - 
256,"Художня, 4  Близенько 2.00 грн",2025-10-31 12:58:55,24662,0.00,0.00,1013.50,Р”РјРёС‚СЂРѕ  - 
317,"Цегельского, 10  Близенько 2.00 грн",2025-10-27 10:23:17,24662,0.00,1007.00,0.00,Р”РјРёС‚СЂРѕ  - 
317,"Цегельского, 10  Близенько 2.00 грн",2025-10-27 10:23:24,24662,0.00,0.00,1079.50,Р”РјРёС‚СЂРѕ  - 
278,"Чупринки, 84  Близенько  2.00 грн",2025-10-28 08:12:15,24662,0.00,2722.00,0.00,Р”РјРёС‚СЂРѕ  - 
278,"Чупринки, 84  Близенько  2.00 грн",2025-10-28 08:12:23,24662,0.00,0.00,2868.50,Р”РјРёС‚СЂРѕ  - 
104,"Шевченка, 111 Близенько 1.50 грн",2025-10-24 16:58:03,0,0.00,43.00,0.00,
104,"Шевченка, 111 Близенько 1.50 грн",2025-10-24 16:58:13,0,0.00,0.00,0.00,
247,"Шевченка, 31б  Близенько 2.00 грн",2025-10-29 12:31:07,24662,0.00,2796.00,0.00,Р”РјРёС‚СЂРѕ  - 
247,"Шевченка, 31б  Близенько 2.00 грн",2025-10-29 12:31:15,24662,0.00,0.00,3853.00,Р”РјРёС‚СЂРѕ  - 
189,"Шевченка, 45  Близенько 1.50 грн",2025-10-31 09:12:32,24662,0.00,2131.00,0.00,Р”РјРёС‚СЂРѕ  - 
189,"Шевченка, 45  Близенько 1.50 грн",2025-10-31 09:12:38,24662,0.00,0.00,1236.00,Р”РјРёС‚СЂРѕ  - 
177,"Шевченка, 80 Близенько  1.50 грн",2025-10-31 09:49:08,24662,0.00,1821.00,0.00,Р”РјРёС‚СЂРѕ  - 
177,"Шевченка, 80 Близенько  1.50 грн",2025-10-31 09:49:25,24662,0.00,0.00,2672.50,Р”РјРёС‚СЂРѕ  - 
210,"Широка, 96а  Близенько 1.50 грн",2025-10-29 15:20:17,24662,0.00,2175.00,0.00,Р”РјРёС‚СЂРѕ  - 
210,"Широка, 96а  Близенько 1.50 грн",2025-10-29 15:20:45,24662,0.00,0.00,5200.25,Р”РјРёС‚СЂРѕ  - 
123,"Щурата, 9  Близенько 1.50 грн",2025-11-08 21:22:05,23129,0.00,1952.00,0.00,Р†РіРѕСЂ  - 
123,"Щурата, 9  Близенько 1.50 грн",2025-11-08 21:22:09,23129,0.00,0.00,4588.50,Р†РіРѕСЂ  - 
211,"Яворницького, 8  Близенько 2.00 грн",2025-10-27 14:32:48,14147,0.00,1633.00,0.00,Р СѓСЃР»Р°РЅ  - 
211,"Яворницького, 8  Близенько 2.00 грн",2025-10-27 14:32:58,14147,0.00,0.00,2314.00,Р СѓСЃР»Р°РЅ  - 
