device_id,address,date,card_id,sum,banknotes,coins,descr
214,"Суботівська, 7 Близенько 1.50 грн",2025-10-31 18:42:19,24662,0.00,0.00,648.00,Р”РјРёС‚СЂРѕ  - 
56,"Тернопільська, 21 Близенько 1.50 грн",2025-10-29 13:09:20,0,0.00,10.00,0.00,
56,"Тернопільська, 21 Близенько 1.50 грн",2025-10-29 13:09:27,0,0.00,0.00,24.00,
174,"Тернопільська, 8 Близенько 2.00 грн",2025-10-29 15:15:43,14147,0.00,3034.00,0.00,Р СѓСЃР»Р°РЅ  - 
174,"Тернопільська, 8 Близенько 2.00 грн",2025-10-29 15:15:55,14147,0.00,0.00,3123.50,Р СѓСЃР»Р°РЅ  - 
122,"Тичини, 14 Близенько 2.00 грн",2025-11-06 20:31:19,23129,0.00,5232.00,0.00,Р†РіРѕСЂ  - 
122,"Тичини, 14 Близенько 2.00 грн",2025-11-06 20:31:27,23129,0.00,0.00,4534.00,Р†РіРѕСЂ  - 
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-10-28 15:30:26,23129,0.00,798.00,0.00,Р†РіРѕСЂ  - 
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-10-28 15:30:31,23129,0.00,0.00,1193.00,Р†РіРѕСЂ  - 
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-11-22 16:37:45,23129,0.00,1045.00,0.00,Р†РіРѕСЂ  - 
319,"Тракт Глинянський, 163 Сімі 1.50 грн",2025-11-22 16:37:50,23129,0.00,0.00,1265.50,Р†РіРѕСЂ  - 
200,"Трускавецька, 129 Близенько 2.00 грн",2025-10-27 17:02:16,14147,0.00,1924.00,0.00,Р СѓСЃР»Р°РЅ  - 
200,"Трускавецька, 129 Близенько 2.00 грн",2025-10-27 17:02:22,14147,0.00,0.00,2818.00,Р СѓСЃР»Р°РЅ  - 
155,"Угорська, 12 Близенько 1.50 грн",2025-10-29 13:28:57,14147,0.00,1434.00,0.00,Р СѓСЃР»Р°РЅ  - 
155,"Угорська, 12 Близенько 1.50 грн",2025-10-29 13:29:16,14147,0.00,0.00,806.00,Р СѓСЃР»Р°РЅ  - 
206,"Угорська, 14б Близенько 2.00 грн",2025-10-29 14:01:16,14147,0.00,474.00,0.00,Р СѓСЃР»Р°РЅ  - 
206,"Угорська, 14б Близенько 2.00 грн",2025-10-29 14:01:24,14147,0.00,0.00,1156.50,Р СѓСЃР»Р°РЅ  - 
