device_id,address,date,card_id,sum,banknotes,coins,descr,tech
224,"Кн.Ольги, 98л  Фрешка 2.00 грн",2025-10-27 10:45:53,24662,0.0,0.0,1206.0,dmutro,dmutro
239,"Князя Романа, 9  Близенько 2.00 грн",2025-10-21 11:41:57,0,0.0,2487.0,0.0,igor,igor
239,"Князя Романа, 9  Близенько 2.00 грн",2025-10-21 11:42:21,0,0.0,0.0,2259.0,igor,igor
239,"Князя Романа, 9  Близенько 2.00 грн",2025-10-31 12:52:53,23129,0.0,2935.0,0.0,igor,igor
239,"Князя Романа, 9  Близенько 2.00 грн",2025-10-31 12:53:02,23129,0.0,0.0,2446.5,igor,igor
239,"Князя Романа, 9  Близенько 2.00 грн",2025-11-11 18:47:36,23129,0.0,2963.0,0.0,igor,igor
239,"Князя Романа, 9  Близенько 2.00 грн",2025-11-11 18:47:45,23129,0.0,0.0,2514.0,igor,igor
293,"Коновальця, 50 Близенько 2 грн",2025-11-03 19:20:58,24662,0.0,350.0,0.0,dmutro,dmutro
293,"Коновальця, 50 Близенько 2 грн",2025-11-03 19:21:07,24662,0.0,0.0,1305.5,dmutro,dmutro
301,"Коперніка, 56 Свій Маркет 2.00 грн",2025-11-03 19:44:53,24662,0.0,2352.0,0.0,dmutro,dmutro
301,"Коперніка, 56 Свій Маркет 2.00 грн",2025-11-03 19:45:01,24662,0.0,0.0,3890.5,dmutro,dmutro
230,"Котика, 9 Близенько 2.00 грн",2025-10-25 17:46:29,0,0.0,3537.0,0.0,igor,igor
230,"Котика, 9 Близенько 2.00 грн",2025-10-25 17:46:34,0,0.0,0.0,3003.5,igor,igor
230,"Котика, 9 Близенько 2.00 грн",2025-11-09 18:10:22,23129,0.0,1335.0,0.0,igor,igor
