device_id,address,date,card_id,sum,banknotes,coins,descr,tech
230,"Котика, 9 Близенько 2.00 грн",2025-11-09 18:10:28,23129,0.0,0.0,1487.0,igor,igor
197,"Кропивницького, 7/9  Близенько 2.00 грн",2025-10-29 20:46:43,24662,0.0,2336.0,0.0,dmutro,dmutro
197,"Кропивницького, 7/9  Близенько 2.00 грн",2025-10-29 20:46:51,24662,0.0,0.0,2539.5,dmutro,dmutro
336,"Кубійовича, 31 Близенько 2.0",2025-11-01 18:14:18,14147,0.0,6015.0,0.0,ruslan,ruslan
336,"Кубійовича, 31 Близенько 2.0",2025-11-01 18:14:25,14147,0.0,0.0,3995.5,ruslan,ruslan
184,"Кульпарківська, 135  Близенько 2.00 грн",2025-10-28 16:03:27,14147,0.0,2841.0,0.0,ruslan,ruslan
184,"Кульпарківська, 135  Близенько 2.00 грн",2025-10-28 16:03:35,14147,0.0,0.0,2708.5,ruslan,ruslan
213,"Кульпарківська, 145 Близенько 1.50 грн",2025-10-30 21:31:30,24662,0.0,1702.0,0.0,dmutro,dmutro
213,"Кульпарківська, 145 Близенько 1.50 грн",2025-10-30 21:31:43,24662,0.0,0.0,1884.5,dmutro,dmutro
306,"Кульпарківська, 172  Близенько 2,00 грн",2025-10-28 20:45:04,24662,0.0,1128.0,0.0,dmutro,dmutro
306,"Кульпарківська, 172  Близенько 2,00 грн",2025-10-28 20:45:15,24662,0.0,0.0,840.5,dmutro,dmutro
109,"Кульпарківська, 230  Близенько 2.00 грн",2025-10-25 18:51:12,0,0.0,2796.0,0.0,ruslan,ruslan
109,"Кульпарківська, 230  Близенько 2.00 грн",2025-10-25 18:51:17,0,0.0,0.0,51.06,ruslan,ruslan
294,"Кульпарківська, 59  Близенько 2.00 грн",2025-10-27 16:40:51,24662,0.0,972.0,0.0,dmutro,dmutro
294,"Кульпарківська, 59  Близенько 2.00 грн",2025-10-27 16:41:01,24662,0.0,0.0,1131.0,dmutro,dmutro
187,"Кульпарківська, 93 Близенько 2.00 грн",2025-10-28 21:08:53,24662,0.0,2563.0,0.0,dmutro,dmutro
187,"Кульпарківська, 93 Близенько 2.00 грн",2025-10-28 21:09:09,24662,0.0,0.0,2327.0,dmutro,dmutro
335,"Лазаренка, 1 Близенько 1.50 грн",2025-11-01 14:11:11,0,0.0,1227.0,0.0,ruslan,ruslan
335,"Лазаренка, 1 Близенько 1.50 грн",2025-11-01 14:11:15,0,0.0,0.0,321.78,ruslan,ruslan
292,"Лапаївка, Геофізиків, 17  Близенько 2.00 грн",2025-10-25 12:39:53,14147,0.0,4003.0,0.0,ruslan,ruslan
292,"Лапаївка, Геофізиків, 17  Близенько 2.00 грн",2025-10-25 12:40:01,14147,0.0,0.0,3001.5,ruslan,ruslan
85,"Левицького, 106  Penkermarket 2.00 грн",2025-10-31 13:45:43,14147,0.0,5709.0,0.0,ruslan,ruslan
85,"Левицького, 106  Penkermarket 2.00 грн",2025-10-31 13:45:50,14147,0.0,0.0,4341.5,ruslan,ruslan
54,"Левицького, 43а  Кишенька 2.00 грн",2025-11-01 18:26:45,14147,0.0,7537.0,0.0,ruslan,ruslan
54,"Левицького, 43а  Кишенька 2.00 грн",2025-11-01 18:26:53,14147,0.0,0.0,5760.0,ruslan,ruslan
233,"Липинського, 29  Близенько 2.00 грн",2025-10-26 19:43:29,23129,0.0,2206.0,0.0,igor,igor
233,"Липинського, 29  Близенько 2.00 грн",2025-10-26 19:43:36,23129,0.0,0.0,2508.0,igor,igor
232,"Липова алея, 1  Близенько 1.50 грн",2025-10-29 15:47:36,14147,0.0,574.0,0.0,ruslan,ruslan
232,"Липова алея, 1  Близенько 1.50 грн",2025-10-29 15:47:48,14147,0.0,0.0,2632.0,ruslan,ruslan
235,"Лисеницька,  9 Близенько  2.00 грн",2025-10-31 16:52:07,14147,0.0,1547.0,0.0,ruslan,ruslan
235,"Лисеницька,  9 Близенько  2.00 грн",2025-10-31 16:52:18,14147,0.0,0.0,806.5,ruslan,ruslan
231,"Лисиничі, Шухевича, 5 Близенько 2.00 грн",2025-10-28 15:48:55,23129,0.0,21305.0,0.0,igor,igor
231,"Лисиничі, Шухевича, 5 Близенько 2.00 грн",2025-11-22 15:42:02,23129,0.0,21268.0,0.0,igor,igor
186,"Личаківська, 163  Близенько 2.00 грн",2025-10-26 18:56:25,23129,0.0,1410.0,0.0,igor,igor
186,"Личаківська, 163  Близенько 2.00 грн",2025-10-26 18:56:32,23129,0.0,0.0,3659.5,igor,igor
193,"Личаківська, 4/6  Близенько 2.00 грн",2025-11-13 19:55:21,23129,0.0,5191.0,0.0,igor,igor
193,"Личаківська, 4/6  Близенько 2.00 грн",2025-11-13 19:55:29,23129,0.0,0.0,4978.0,igor,igor
157,"Личаківська, 70а  Близенько 2.00 грн",2025-10-25 19:00:24,23129,0.0,3232.0,0.0,igor,igor
157,"Личаківська, 70а  Близенько 2.00 грн",2025-10-25 19:00:29,23129,0.0,0.0,2780.5,igor,igor
157,"Личаківська, 70а  Близенько 2.00 грн",2025-11-05 16:37:04,23129,0.0,2553.0,0.0,igor,igor
157,"Личаківська, 70а  Близенько 2.00 грн",2025-11-05 16:37:08,23129,0.0,0.0,2969.5,igor,igor
157,"Личаківська, 70а  Близенько 2.00 грн",2025-11-11 20:54:48,23129,0.0,1191.0,0.0,igor,igor
157,"Личаківська, 70а  Близенько 2.00 грн",2025-11-11 20:54:52,23129,0.0,0.0,1431.0,igor,igor
286,"Личаківська, 86  Близенько 2.00 грн",2025-10-26 18:25:24,23129,0.0,1677.0,0.0,igor,igor
286,"Личаківська, 86  Близенько 2.00 грн",2025-10-26 18:25:35,23129,0.0,0.0,1926.0,igor,igor
337,"Любінська, 4 Близенько 1.50 грн",2025-10-29 19:13:41,24662,0.0,5889.0,0.0,dmutro,dmutro
328,"Мазепи, 26 Близенько 2.00 грн",2025-11-02 13:26:07,3051,0.0,637.0,0.0,igor,igor
328,"Мазепи, 26 Близенько 2.00 грн",2025-11-02 13:26:13,3051,0.0,0.0,1412.0,igor,igor
198,"Малоголосківська, 16  Близенько 2.00 грн",2025-10-26 20:06:09,23129,0.0,3527.0,0.0,igor,igor
198,"Малоголосківська, 16  Близенько 2.00 грн",2025-10-26 20:06:15,23129,0.0,0.0,3670.5,igor,igor
198,"Малоголосківська, 16  Близенько 2.00 грн",2025-11-15 16:54:56,23129,0.0,2287.0,0.0,igor,igor
198,"Малоголосківська, 16  Близенько 2.00 грн",2025-11-15 16:55:02,23129,0.0,0.0,2992.5,igor,igor
287,"Марка Вовчка,  24  Чарка  2.00 грн",2025-10-31 10:21:29,24662,0.0,2451.0,0.0,dmutro,dmutro
287,"Марка Вовчка,  24  Чарка  2.00 грн",2025-10-31 10:21:48,24662,0.0,0.0,4464.5,dmutro,dmutro
287,"Марка Вовчка,  24  Чарка  2.00 грн",2025-10-31 10:21:57,24662,0.0,0.0,0.0,dmutro,dmutro
203,"Медової печери,  65  Близенько 1.50 грн",2025-10-30 11:41:18,14147,0.0,3300.0,0.0,ruslan,ruslan
203,"Медової печери,  65  Близенько 1.50 грн",2025-10-30 11:41:24,14147,0.0,0.0,3570.0,ruslan,ruslan
60,"Мечнікова, 16е  Близенько  2.00 грн",2025-10-31 14:11:25,14147,0.0,6024.0,0.0,ruslan,ruslan
60,"Мечнікова, 16е  Близенько  2.00 грн",2025-10-31 14:11:33,14147,0.0,0.0,4210.5,ruslan,ruslan
188,"Миколайчука, 4а  Близенько 2.00 грн",2025-10-27 16:29:40,3051,0.0,2468.0,0.0,igor,igor
188,"Миколайчука, 4а  Близенько 2.00 грн",2025-10-27 16:29:45,3051,0.0,0.0,3017.0,igor,igor
120,"Мікльоша, 17  Близенько  1.50  грн",2025-11-03 10:10:49,24662,0.0,391.0,0.0,dmutro,dmutro
120,"Мікльоша, 17  Близенько  1.50  грн",2025-11-03 10:11:05,24662,0.0,0.0,963.5,dmutro,dmutro
199,"Мундяк Марії,  8  Близенько 2.00 грн",2025-10-31 17:58:28,0,0.0,0.0,0.0,dmutro,dmutro
199,"Мундяк Марії,  8  Близенько 2.00 грн",2025-10-31 18:00:04,0,0.0,0.0,1.0,dmutro,dmutro
199,"Мундяк Марії,  8  Близенько 2.00 грн",2025-10-31 18:00:05,0,0.0,0.0,0.0,dmutro,dmutro
61,"Наливайка,  20  Близенько  2.00 грн",2025-10-25 20:26:43,23129,0.0,1301.0,0.0,igor,igor
61,"Наливайка,  20  Близенько  2.00 грн",2025-10-25 20:26:50,23129,0.0,0.0,2174.0,igor,igor
229,"Наукова,  59  Близенько  1.50 грн",2025-10-30 21:15:10,0,0.0,0.0,0.0,dmutro,dmutro
229,"Наукова,  59  Близенько  1.50 грн",2025-10-30 21:15:26,0,0.0,0.0,0.0,dmutro,dmutro
343,"Наукова, 10а Близенько 0.50 грн",2025-10-27 11:39:10,24662,0.0,0.0,880.5,dmutro,dmutro
343,"Наукова, 10а Близенько 0.50 грн",2025-10-27 11:39:20,24662,0.0,801.0,0.0,dmutro,dmutro
245,"Наукова, 96  Близенько 1.50 грн",2025-10-20 09:13:36,24662,0.0,1310.0,0.0,dmutro,dmutro
245,"Наукова, 96  Близенько 1.50 грн",2025-10-20 09:13:43,24662,0.0,0.0,1472.5,dmutro,dmutro
245,"Наукова, 96  Близенько 1.50 грн",2025-11-03 11:09:40,24662,0.0,1030.0,0.0,dmutro,dmutro
196,"Ніжинська, 16  Близенько  2.00 грн",2025-10-26 19:11:03,23129,0.0,2931.0,0.0,igor,igor
196,"Ніжинська, 16  Близенько  2.00 грн",2025-10-26 19:11:12,23129,0.0,0.0,0.0,igor,igor
196,"Ніжинська, 16  Близенько  2.00 грн",2025-11-11 19:46:14,0,0.0,26.0,0.0,igor,igor
196,"Ніжинська, 16  Близенько  2.00 грн",2025-11-11 19:46:25,0,0.0,0.0,0.0,igor,igor
196,"Ніжинська, 16  Близенько  2.00 грн",2025-11-17 15:43:58,0,0.0,798.0,0.0,igor,igor
196,"Ніжинська, 16  Близенько  2.00 грн",2025-11-17 15:44:05,0,0.0,0.0,0.0,igor,igor
298,"Освицька, 1 Близенько 1.00 грн",2025-10-31 17:42:31,0,0.0,1383.0,0.0,ruslan,ruslan
298,"Освицька, 1 Близенько 1.00 грн",2025-10-31 17:42:36,0,0.0,0.0,0.75,ruslan,ruslan
59,"Очеретяна, 10  Близенько 1.50 грн",2025-11-08 20:56:39,0,0.0,683.0,0.0,igor,igor
59,"Очеретяна, 10  Близенько 1.50 грн",2025-11-08 20:56:51,0,0.0,0.0,0.5,igor,igor
227,"Пасічна, 171  Близенько 1.50 грн",2025-10-31 17:18:12,14147,0.0,888.0,0.0,ruslan,ruslan
227,"Пасічна, 171  Близенько 1.50 грн",2025-10-31 17:18:21,14147,0.0,0.0,1314.5,ruslan,ruslan
281,"Пасічна, 84а  Близенько 2.00 грн",2025-10-30 14:06:06,14147,0.0,1053.0,0.0,ruslan,ruslan
281,"Пасічна, 84а  Близенько 2.00 грн",2025-10-30 14:06:15,14147,0.0,0.0,1510.5,ruslan,ruslan
119,"Пекарська, 14  Близенько  2.00 грн",2025-10-26 16:45:35,23129,0.0,7189.0,0.0,igor,igor
119,"Пекарська, 14  Близенько  2.00 грн",2025-10-26 16:45:41,23129,0.0,0.0,4550.0,igor,igor
119,"Пекарська, 14  Близенько  2.00 грн",2025-11-13 18:22:04,23129,0.0,0.0,2597.0,igor,igor
119,"Пекарська, 14  Близенько  2.00 грн",2025-11-13 18:22:11,23129,0.0,4388.0,0.0,igor,igor
208,"Петлюри, 2а  Кафе 2.00 грн",2025-10-27 16:04:11,14147,0.0,601.0,0.0,ruslan,ruslan
208,"Петлюри, 2а  Кафе 2.00 грн",2025-10-27 16:04:17,14147,0.0,0.0,1053.5,ruslan,ruslan
238,"Під Голоском,  24б   Близенько 1.50 грн",2025-10-23 19:15:03,9586,0.0,2.0,0.0,igor,igor
238,"Під Голоском,  24б   Близенько 1.50 грн",2025-10-23 19:15:08,9586,0.0,0.0,819.5,igor,igor
238,"Під Голоском,  24б   Близенько 1.50 грн",2025-10-27 11:24:39,9586,0.0,0.0,131.0,igor,igor
238,"Під Голоском,  24б   Близенько 1.50 грн",2025-10-27 11:24:45,9586,0.0,0.0,0.0,igor,igor
182,"Повітряна, 78  Близенько 2.00 грн",2025-10-31 18:53:30,24662,0.0,1131.0,0.0,dmutro,dmutro
182,"Повітряна, 78  Близенько 2.00 грн",2025-10-31 18:53:38,24662,0.0,0.0,1566.0,dmutro,dmutro
86,"просп. Свободи, 1/3 Близенько  2.00 грн",2025-10-26 21:35:03,23129,0.0,4220.0,0.0,igor,igor
86,"просп. Свободи, 1/3 Близенько  2.00 грн",2025-10-26 21:35:09,23129,0.0,0.0,4331.5,igor,igor
86,"просп. Свободи, 1/3 Близенько  2.00 грн",2025-11-14 15:59:05,23129,0.0,3169.0,0.0,igor,igor
86,"просп. Свободи, 1/3 Близенько  2.00 грн",2025-11-14 15:59:12,23129,0.0,0.0,2678.0,igor,igor
218,"просп.В.Чорновола,  7а  Близенько  2.00 грн",2025-11-06 17:25:46,23129,0.0,4493.0,0.0,igor,igor
218,"просп.В.Чорновола,  7а  Близенько  2.00 грн",2025-11-06 17:25:51,23129,0.0,0.0,5119.0,igor,igor
113,"просп.В.Чорновола, 101  Близенько 2.00 грн",2025-10-28 21:02:43,0,0.0,2404.0,0.0,igor,igor
113,"просп.В.Чорновола, 101  Близенько 2.00 грн",2025-10-28 21:02:49,0,0.0,0.0,36.06,igor,igor
113,"просп.В.Чорновола, 101  Близенько 2.00 грн",2025-11-17 18:10:12,0,0.0,1682.0,0.0,igor,igor
113,"просп.В.Чорновола, 101  Близенько 2.00 грн",2025-11-17 18:10:15,0,0.0,0.0,42.92,igor,igor
264,"просп.В.Чорновола, 55  Близенько 2.00 грн",2025-11-06 16:21:55,9586,0.0,2572.0,0.0,igor,igor
264,"просп.В.Чорновола, 55  Близенько 2.00 грн",2025-11-06 16:22:01,9586,0.0,0.0,4805.5,igor,igor
192,"просп.В.Чорновола, 67ж  Близенько 1.50 грн",2025-11-06 21:09:51,0,0.0,536.0,0.0,igor,igor
192,"просп.В.Чорновола, 67ж  Близенько 1.50 грн",2025-11-06 21:10:00,0,0.0,0.0,301.06,igor,igor
124,"просп.В.Чорновола, 69  Близенько 2.00 грн",2025-11-06 20:56:16,23129,0.0,441.0,0.0,igor,igor
124,"просп.В.Чорновола, 69  Близенько 2.00 грн",2025-11-06 20:56:20,23129,0.0,0.0,4171.5,igor,igor
314,"Пулюя, 29  Близенько 2.00 грн",2025-10-27 17:46:43,14147,0.0,2328.0,0.0,ruslan,ruslan
314,"Пулюя, 29  Близенько 2.00 грн",2025-10-27 17:46:50,14147,0.0,0.0,4299.0,ruslan,ruslan
279,"Пулюя, 40  Близенько 1.50 грн",2025-10-27 17:37:21,0,0.0,501.0,0.0,ruslan,ruslan
53,"Родини Крушельницьких, 1а  Близенько 2.00 грн",2025-10-31 13:05:59,14147,0.0,6635.0,0.0,ruslan,ruslan
53,"Родини Крушельницьких, 1а  Близенько 2.00 грн",2025-10-31 13:06:06,14147,0.0,0.0,6980.0,ruslan,ruslan
